Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	16q12.1	16	50756881	NOD2, CYLD, SNX20, NKD1	NOD2			64127			rs2076756-G	rs2076756	0	2076756	intron	1	0.246	1E-37	37		   1.66	[1.48-1.88] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	11q12.1	11	57203009	SLC43A3, PRG2, PRG3	SLC43A3 - RTN4RL2	29015	349667		        7.96	       25.33	rs11229030-C	rs11229030	0	11229030	Intergenic	2	0.305	8E-9	8.096910013008056		   1.15	[1.10-1.39] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	10q24.2	10	101292390	NKX2-3, SLC25A28, GOT1, ENTPD7, CNNM1, COX15, CUTC	NKX2-3			159296			rs11190141-C	rs11190141	0	11190141	nearGene-5	1	0.739	5E-7	6.30102999566398		   1.34	[1.25-1.43] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	10q21.2	10	64415184	ZNF365, ERG2, ADO	ZNF365			22891			rs7076156-G	rs7076156	0	7076156	intron	1	0.751	7E-9	8.154901959985743		   1.19	[1.10-1.30] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	10q26.3	10	133172119	TCERG1L	TCERG1L - FLJ46300	256536	399827		       62.14	      435.78	rs10734105-G	rs10734105	0	10734105	Intergenic	2	0.375	3E-8	7.522878745280337		   1.27	[1.10-1.43] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22412388	Kenny EE	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22412388	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls	8q21.11	8	74007347	C8orf84, TERF1, RPL7, RDH10, KCNB2	C8orf84			157869			rs12677663-T	rs12677663	0	12677663	nearGene-5	1	0.659	2E-8	7.698970004336018		   1.15	[1.04-1.28] 	Affyemtrix & Illumina [1,060,934] (imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	17q11.2	17	27675226	TAOK1	RPL35AP35 - TAOK1	100271636	57551		        7.34	       42.72	rs11653144-T	rs11653144	0	11653144	Intergenic	2	0.442	4E-8	7.397940008672037	(Mean Platelet Volume)	    .13	[0.091-0.169] fL decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	19p13.12	19	16185559	TPM4	TPM4			7171			rs8109288-G	rs8109288	0	8109288	intron	1	0.084	3E-9	8.522878745280337	(Mean Platelet Volume)	    .26	[0.18-0.34] fL increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	7q22.3	7	106372903	PIK3CG	FLJ36031 - PIK3CG	168455	5294		       71.31	      133.02	rs342296-G	rs342296	0	342296	Intergenic	2	0.372	1E-11	11	(Mean Platelet Volume)	    .16	[0.12-0.2] fL increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	20q13.32	20	57614002	SLMO2, TUBB1	SLMO2			51012			rs151361-A	rs151361	0	151361	intron	1	0.257	9E-9	8.045757490560675	(Platelet Count)	   4.49	[2.96-6.02] 10^9 L increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	19p13.12	19	16185559	TPM4	TPM4			7171			rs8109288-G	rs8109288	0	8109288	intron	1	0.097	5E-10	9.301029995663981	(Platelet Count)	   8.72	[5.98-11.46] 10^9 L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	12q24.12	12	112190438	ACAD10	ACAD10			80724			rs6490294-A	rs6490294	0	6490294	intron	1	0.337	5E-9	8.301029995663981	(Platelet Count)	   4.38	[2.91-5.85] 10^9 L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	6p22.2	6	25533534	LRRC16A	LRRC16A			55604			rs12526480-T	rs12526480	0	12526480	intron	1	0.305	9E-9	8.045757490560675	(Platelet Count)	   4.39	[2.9-5.88] 10^9 L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	10q21.3	10	65104500	JMJD1C	JMJD1C			221037			rs7896518-A	rs7896518	0	7896518	intron	1	0.324	2E-12	11.69897000433602	(Platelet Count)	   5.18	[3.73-6.63] 10^9 L increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	7q22.3	7	106372219	PIK3CG	FLJ36031 - PIK3CG	168455	5294		       70.63	      133.71	rs342293-C	rs342293	0	342293	Intergenic	2	0.386	2E-8	7.698970004336018	(Platelet Count)	   4.05	[2.64-5.46] 10^L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	7q21.11	7	80236014	CD36	CD36			948			rs13236689-T	rs13236689	0	13236689	intron	1	0.436	3E-9	8.522878745280337	(Platelet Count)	   4.18	[2.81-5.55] 10^9 L increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	6q23.3	6	135432552	HBS1L, MYB	HBS1L - MYB	10767	4602		       56.52	       69.90	rs9494145-T	rs9494145	0	9494145	Intergenic	2	0.73	3E-9	8.522878745280337	(Platelet Count)	   8.19	[5.49-10.89] 10^9 L increase	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	6p21.31	6	33540209	BAK1	BAK1			578			rs210134-G	rs210134	0	210134	nearGene-3	1	0.286	2E-15	14.69897000433602	(Platelet Count)	   6.16	[4.63-7.69] 10^9 L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22423221	Qayyum R	03/08/2012	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/22423221	A meta-analysis and genome-wide association study of platelet count and mean platelet volume in african americans.	Mean platelet volume	16,388 African American individuals	NR	11q13.1	11	64048912	BAD	BAD			572			rs477895-T	rs477895	0	477895	intron	1	0.453	5E-8	7.30102999566398	(Platelet Count)	   4.19	[2.68-5.7] 10^9 L decrease	Affymetrix & Illumina [~2.2 million](imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	2q31.1	2	169763148	G6PC2	G6PC2			57818			rs560887-G	rs560887	0	560887	intron	1	0.69	5E-26	25.30102999566398	(GLU)	    .15	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	16q12.2	16	53800754	FTO	FTO			79068			rs9940128-A	rs9940128	0	9940128	intron	1	0.42	2E-9	8.698970004336019	(Waist)	    .09	[NR] cm increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	7p13	7	44231216	GCK	GCK - YKT6	2645	10652		        2.19	        9.36	rs3757840-A	rs3757840	0	3757840	Intergenic	2	0.46	4E-13	12.39794000867204	(GLU)	    .10	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	7p13	7	44259871	CAMK2B	CAMK2B			816			rs1127065-G	rs1127065	0	1127065	cds-synon	1	0.49	9E-11	10.04575749056067	(GLU)	    .08	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	11q14.3	11	92698427	MTNR1B	RPS3AP42 - MTNR1B	100271597	4544		      466.30	        4.36	rs10830962-G	rs10830962	0	10830962	Intergenic	2	0.40	5E-16	15.30102999566398	(GLU)	    .12	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	1q42.13	1	230307182	GALNT2	GALNT2			2590			rs4846922-T	rs4846922	0	4846922	intron	1	0.39	4E-8	7.397940008672037	(HDL)	    .08	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	2p24.1	2	21237544	APOB	APOB			338			rs673548-G	rs673548	0	673548	intron	1	0.73	1E-10	10	(HDL)	    .11	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	6p21.33	6	31448976	HCG26, MICB	HCG26 - MICB	352961	4277		        8.79	       16.88	rs3099844-A	rs3099844	0	3099844	Intergenic	2	0.08	2E-8	7.698970004336018	(HDL)	    .15	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	8p21.3	8	19813529	LPL	LPL			4023			rs268-G	rs268	0	268	missense	1	0.02	2E-12	11.69897000433602	(HDL)	    .38	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	9q31.1	9	107664301	ABCA1	ABCA1			19			rs1883025-T	rs1883025	0	1883025	intron	1	0.19	6E-10	9.221848749616356	(HDL)	    .10	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	11p11.2	11	47275064	NR1H3	NR1H3			10062			rs10838681-G	rs10838681	0	10838681	intron	1	0.64	1E-9	8.999999999999998	(HDL)	    .08	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	15q21.3	15	58683366	LIPC	RPL28P4 - LIPC	441726	3990		      190.15	       40.81	rs1532085-G	rs1532085	0	1532085	Intergenic	2	0.57	5E-24	23.30102999566398	(HDL)	    .13	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	16q13	16	56990716	CETP	HERPUD1 - CETP	9709	1071		       12.92	        5.12	rs247617-C	rs247617	0	247617	Intergenic	2	0.72	9E-60	59.04575749056067	(HDL)	    .25	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	16q22.1	16	67911517	EDC4	EDC4			23644			rs8060686-T	rs8060686	0	8060686	cds-synon	1	0.81	2E-10	9.698970004336017	(HDL)	    .11	[NR] mmol/l decrease	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	2p16.1	2	55843413	SMEK2	SMEK2			57223			rs782590-T	rs782590	0	782590	intron	1	0.56	4E-8	7.397940008672037	(SBP)	    .09	[NR] mmHg increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	2p24.1	2	21123352	APOB	C2orf43 - APOB	60526	338		      100.53	      100.95	rs6711016-C	rs6711016	0	6711016	Intergenic	2	0.71	4E-8	7.397940008672037	(TG)	    .08	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	2p23.3	2	27741237	GCKR	GCKR			2646			rs780094-A	rs780094	0	780094	intron	1	0.36	6E-20	19.22184874961636	(TG)	    .13	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
04/03/2012	22399527	Kristiansson K	03/07/2012	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22399527	Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.	Metabolic syndrome	2,637 European ancestry cases, 7,927 European ancestry controls	NR	7q11.23	7	73017005	MLXIPL	MLXIPL			51085			rs13226650-A	rs13226650	0	13226650	intron	1	0.83	2E-11	10.69897000433602	(TG)	    .12	[NR] mmol/l increase	Illumina [1,257,079] (imputed)	N
